english,phonetic,vietnamese
denigrate,/ˈdenɪɡreɪt/,"phỉ báng, bôi nhọ"
deprecate,/ˈdeprəkeɪt/,"phản đối, chê bai"
deride,/dɪˈraɪd/,chế giễu
diffident,/ˈdɪfɪdənt/,"rụt rè, thiếu tự tin"
dilatory,/ˈdɪlətɔːri/,"chậm chạp, trì hoãn"
disingenuous,/ˌdɪsɪnˈdʒenjuəs/,"không thành thật, giả dối"
disparage,/dɪˈspærɪdʒ/,"chê bai, xem thường"
dissemble,/dɪˈsembl/,"che giấu, giả vờ"
dithering,/ˈdɪðərɪŋ/,"sự lưỡng lự, do dự"
dogmatic,/dɔːɡˈmætɪk/,"độc đoán, giáo điều"
ebullient,/ɪˈbʊliənt/,"sôi nổi, hăng hái"
eclectic,/ɪˈklektɪk/,"chiết trung, đa dạng"
effrontery,/ɪˈfrʌntəri/,"sự trơ tráo, vô liêm sỉ"
elucidate,/ɪˈluːsɪdeɪt/,"giải thích, làm sáng tỏ"
enervate,/ˈenərveɪt/,"làm suy yếu, làm mệt mỏi"
enfranchise,/ɪnˈfræntʃaɪz/,"trao quyền công dân, giải phóng"
ephemeral,/ɪˈfemərəl/,"phù du, chóng tàn"
equivocal,/ɪˈkwɪvəkl/,"mơ hồ, nước đôi"
eschew,/ɪsˈtʃuː/,tránh né
evanescent,/ˌevəˈnesnt/,"thoáng qua, mau phai"
exculpate,/ˈekskʌlpeɪt/,minh oan
exigent,/ˈeksɪdʒənt/,"cấp bách, khẩn cấp"
expunge,/ɪkˈspʌndʒ/,"xóa bỏ, loại trừ"
facetious,/fəˈsiːʃəs/,"đùa cợt, lố bịch"
fastidious,/fəˈstɪdiəs/,"khó tính, kỹ tính"
fatuous,/ˈfætʃuəs/,"ngớ ngẩn, ngu xuẩn"
fecund,/ˈfekənd/,"màu mỡ, phong phú"
fervent,/ˈfɜːrvənt/,"nồng nhiệt, sôi nổi"
flout,/flaʊt/,"coi thường, lăng mạ"
foible,/ˈfɔɪbl/,tật xấu nhỏ
foment,/foʊˈment/,"khuấy động, kích động"
fortitude,/ˈfɔːrtɪtuːd/,sự kiên cường
furtive,/ˈfɜːrtɪv/,"lén lút, vụng trộm"
garrulous,/ˈɡærələs/,"nói nhiều, ba hoa"
grandiloquent,/ɡrænˈdɪləkwənt/,"khoa trương, hùng hồn"
hackneyed,/ˈhæknid/,"nhàm chán, sáo rỗng"
hallowed,/ˈhæloʊd/,"linh thiêng, thiêng liêng"
harangue,/həˈræŋ/,"bài diễn thuyết dài dòng, chỉ trích"
hegemony,/hɪˈdʒeməni/,quyền bá chủ
iconoclast,/aɪˈkɑːnəklæst/,người bài trừ thần tượng
ignominious,/ˌɪɡnəˈmɪniəs/,đáng hổ thẹn
impecunious,/ˌɪmpɪˈkjuːniəs/,nghèo túng
imperturbable,/ˌɪmpərˈtɜːrbəbl/,"bình tĩnh, không hề nao núng"
impetuous,/ɪmˈpetʃuəs/,"hấp tấp, bốc đồng"
impugn,/ɪmˈpjuːn/,"chất vấn, nghi ngờ"
inchoate,/ɪnˈkoʊət/,"mới bắt đầu, chưa hoàn chỉnh"
incontrovertible,/ˌɪnkɑːntrəˈvɜːrtəbl/,không thể chối cãi
indolent,/ˈɪndələnt/,lười biếng
ineffable,/ɪnˈefəbl/,không thể diễn tả bằng lời
innocuous,/ɪˈnɑːkjuəs/,vô hại
insidious,/ɪnˈsɪdiəs/,"ngấm ngầm, xảo quyệt"
insipid,/ɪnˈsɪpɪd/,"nhạt nhẽo, vô vị"
inveigh,/ɪnˈveɪ/,chỉ trích gay gắt
jettison,/ˈdʒetɪsn/,"vứt bỏ, loại bỏ"
jocose,/dʒoʊˈkoʊs/,"vui đùa, hài hước"
juxtaposition,/ˌdʒʌkstəpəˈzɪʃn/,sự đặt cạnh nhau
lachrymose,/ˈlækrɪmoʊs/,"hay khóc, buồn bã"
laconic,/ləˈkɑːnɪk/,"ngắn gọn, súc tích"
languid,/ˈlæŋɡwɪd/,"uể oải, lờ đờ"
largesse,/lɑːrˈdʒes/,sự hào phóng
latent,/ˈleɪtnt/,"tiềm ẩn, ngầm"
laudable,/ˈlɔːdəbl/,đáng khen ngợi
levity,/ˈlevəti/,"sự phù phiếm, nhẹ dạ"
loquacious,/loʊˈkweɪʃəs/,nói nhiều
ludicrous,/ˈluːdɪkrəs/,"buồn cười, lố bịch"
maverick,/ˈmævərɪk/,"người lập dị, không theo lẽ thường"
mendacious,/menˈdeɪʃəs/,"sai sự thật, bịa đặt"
misanthrope,/ˈmɪsənθroʊp/,người ghét nhân loại
mollify,/ˈmɑːlɪfaɪ/,"xoa dịu, làm nguôi giận"
morose,/məˈroʊs/,"buồn rầu, ủ rũ"
nefarious,/nɪˈferiəs/,"gian ác, bất chính"
nonchalant,/ˌnɑːnʃəˈlɑːnt/,"hờ hững, lãnh đạm"
obfuscate,/ˈɑːbfʌskeɪt/,"làm tối nghĩa, che khuất"
obsequious,/əbˈsiːkwiəs/,"khúm núm, bợ đỡ"
obviate,/ˈɑːbvieɪt/,"loại bỏ, tránh được"
ostentatious,/ˌɑːstənˈteɪʃəs/,"phô trương, khoe khoang"
paltry,/ˈpɔːltri/,"vặt vãnh, không đáng kể"
paragon,/ˈpærəɡɑːn/,"mẫu mực, hình mẫu"
parochial,/pəˈroʊkiəl/,"hẹp hòi, thiển cận"
pejorative,/pɪˈdʒɔːrətɪv/,có ý nghĩa miệt thị
penchant,/ˈpentʃənt/,"khuynh hướng, sở thích"
penurious,/pəˈnjʊəriəs/,"keo kiệt, nghèo túng"
perfunctory,/pərˈfʌŋktəri/,"làm cho có, hời hợt"
pernicious,/pərˈnɪʃəs/,"độc hại, nguy hiểm"
perspicacious,/ˌpɜːrspɪˈkeɪʃəs/,"sáng suốt, tinh tường"
phlegmatic,/fleɡˈmætɪk/,"lãnh đạm, chậm chạp"
pithy,/ˈpɪθi/,"cô đọng, súc tích"
platitude,/ˈplætɪtuːd/,lời nói sáo rỗng
polemical,/pəˈlemɪkl/,hay tranh cãi
precipitate,/prɪˈsɪpɪteɪt/,"gây ra, thúc đẩy, vội vã"
profligate,/ˈprɑːflɪɡət/,"phóng đãng, hoang phí"
propitious,/prəˈpɪʃəs/,"thuận lợi, tốt đẹp"
prosaic,/proʊˈzeɪɪk/,"tầm thường, không thú vị"
querulous,/ˈkwerələs/,"hay cằn nhằn, than phiền"
quixotic,/kwɪkˈsɑːtɪk/,"viển vông, hão huyền"
rancor,/ˈræŋkər/,"ác ý, thù hằn"
recidivism,/rɪˈsɪdɪvɪzəm/,sự tái phạm (tội)
recalcitrant,/rɪˈkælsɪtrənt/,"ương ngạnh, khó bảo"
recondite,/ˈrekəndaɪt/,"sâu sắc, bí hiểm"
refractory,/rɪˈfræktəri/,"cứng đầu, khó chữa"
refute,/rɪˈfjuːt/,bác bỏ
rescind,/rɪˈsɪnd/,"hủy bỏ (luật, hợp đồng)"
rhetoric,/ˈretərɪk/,"thuật hùng biện, lời lẽ hoa mỹ"
rife,/raɪf/,"tràn lan, phổ biến"
sagacious,/səˈɡeɪʃəs/,"sáng suốt, khôn ngoan"
salient,/ˈseɪliənt/,"nổi bật, quan trọng nhất"
sanctimonious,/ˌsæŋktɪˈmoʊniəs/,giả nhân giả nghĩa
satiate,/ˈseɪʃieɪt/,"thỏa mãn, no nê"
scrutiny,/ˈskruːtəni/,sự xem xét kỹ lưỡng
sedulous,/ˈsedʒələs/,"siêng năng, chuyên cần"
somber,/ˈsɑːmbər/,"u ám, buồn rầu"
stolid,/ˈstɑːlɪd/,"vô cảm, dửng dưng"
subjugate,/ˈsʌbdʒuɡeɪt/,"chinh phục, nô dịch hóa"
surreptitious,/ˌsɜːrəpˈtɪʃəs/,"bí mật, lén lút"
taciturn,/ˈtæsɪtɜːrn/,"ít nói, lầm lì"
tirade,/ˈtaɪreɪd/,bài diễn văn chỉ trích dài
trenchant,/ˈtrentʃənt/,"sắc sảo, mạnh mẽ"
umbrage,/ˈʌmbrɪdʒ/,"sự phật ý, xúc phạm"
unctuous,/ˈʌŋktʃuəs/,"quá mức ngọt ngào, giả tạo"
vacillate,/ˈvæsɪleɪt/,"dao động, do dự"
venerable,/ˈvenərəbl/,"đáng kính, tôn kính"
veracity,/vəˈræsəti/,tính xác thực
verbose,/vɜːrˈboʊs/,"dài dòng, lắm lời"
vilify,/ˈvɪlɪfaɪ/,"nói xấu, bôi nhọ"
vindicate,/ˈvɪndɪkeɪt/,"minh oan, chứng minh là đúng"
vitriolic,/ˌvɪtriˈɑːlɪk/,"cay độc, ác ý"
vituperate,/vaɪˈtuːpəreɪt/,chửi bới
whimsical,/ˈwɪmzɪkl/,"kỳ quái, thất thường"
winsome,/ˈwɪnsəm/,"quyến rũ, hấp dẫn"
yoke,/joʊk/,"ách, gông cùm"
amalgamate,/əˈmælɡəmeɪt/,"hợp nhất, sáp nhập"
amenity,/əˈmiːnəti/,"tiện nghi, tiện ích"
annuity,/əˈnuːəti/,"khoản tiền trả hàng năm, niên kim"
apportion,/əˈpɔːrʃn/,phân chia theo tỷ lệ
arbitrage,/ˈɑːrbɪtrɑːʒ/,kinh doanh chênh lệch giá
assimilate,/əˈsɪməleɪt/,"đồng hóa, tiếp thu"
austerity,/ɔːˈsterəti/,"thắt lưng buộc bụng, khắc khổ"
bailout,/ˈbeɪlaʊt/,sự cứu trợ tài chính
bidder,/ˈbɪdər/,người đấu thầu
brokerage,/ˈbroʊkərɪdʒ/,dịch vụ môi giới
bullish,/ˈbʊlɪʃ/,"tăng giá, lạc quan (thị trường)"
capitalization,/ˌkæpɪtələˈzeɪʃn/,"sự vốn hóa, tổng vốn"
collateral,/kəˈlætərəl/,tài sản thế chấp
commensurate,/kəˈmenʃərət/,"tương xứng, xứng với"
compliance,/kəmˈplaɪəns/,sự tuân thủ
convertible,/kənˈvɜːrtəbl/,có thể chuyển đổi
creditor,/ˈkredɪtər/,chủ nợ
debenture,/dɪˈbentʃər/,trái phiếu không có thế chấp
deflation,/dɪˈfleɪʃn/,giảm phát
delinquency,/dɪˈlɪŋkwənsi/,"sự chậm trễ thanh toán, phạm pháp"
depository,/dɪˈpɑːzətɔːri/,"nơi lưu trữ, ngân hàng"
deregulation,/ˌdiːreɡjuˈleɪʃn/,sự bãi bỏ quy định
discretionary,/dɪˈskreʃəneri/,"tùy ý, tự quyết"
disintermediation,/ˌdɪsɪntərˌmiːdiˈeɪʃn/,sự cắt bỏ khâu trung gian
diversification,/daɪˌvɜːrsɪfɪˈkeɪʃn/,sự đa dạng hóa
divestiture,/daɪˈvestɪtʃər/,sự thoái vốn
due diligence,/ˌduː ˈdɪlɪdʒəns/,thẩm định cẩn trọng
embezzlement,/ɪmˈbezəlmənt/,sự tham ô
escrow,/ˈeskrəʊ/,tài khoản ký quỹ
exchequer,/ˈekstʃekər/,kho bạc nhà nước
financial leverage,/faɪˌnænʃl ˈlevərɪdʒ/,đòn bẩy tài chính
fluctuation,/ˌflʌktʃuˈeɪʃn/,sự dao động
foreclose,/fɔːrˈkloʊz/,tịch thu (tài sản thế chấp)
franchise,/ˈfræntʃaɪz/,nhượng quyền thương mại
fringe benefit,/ˌfrɪndʒ ˈbenɪfɪt/,phúc lợi phụ
futures,/ˈfjuːtʃərz/,hợp đồng tương lai
garnishment,/ˈɡɑːrnɪʃmənt/,sự tịch thu lương
gearing,/ˈɡɪərɪŋ/,tỷ lệ nợ trên vốn
hedge fund,/ˈhedʒ fʌnd/,quỹ phòng hộ
immobile,/ɪˈmoʊbl/,"bất động, không di chuyển"
incentivize,/ɪnˈsentɪvaɪz/,"khuyến khích, tạo động lực"
indebtedness,/ɪnˈdetɪdnəs/,tình trạng mắc nợ
inflation,/ɪnˈfleɪʃn/,lạm phát
insolvency,/ɪnˈsɑːlvənsi/,tình trạng vỡ nợ
interbank,/ˌɪntərˈbæŋk/,liên ngân hàng
interest rate,/ˈɪntrəst reɪt/,lãi suất
investment portfolio,/ɪnˈvestmənt pɔːrtfoʊliəʊ/,danh mục đầu tư
liquidity,/lɪˈkwɪdəti/,tính thanh khoản
loan shark,/ˈloʊn ʃɑːrk/,người cho vay nặng lãi
markup,/ˈmɑːrkʌp/,"mức tăng giá, tiền lời"
maturity,/məˈtʃʊrəti/,"ngày đáo hạn, sự trưởng thành"
mutual fund,/ˌmjuːtʃuəl ˈfʌnd/,quỹ tương hỗ
net income,/ˌnet ˈɪnkʌm/,thu nhập ròng
non-performing loan,/ˌnɑːnpərˌfɔːrmɪŋ ˈloʊn/,khoản nợ xấu
notary,/ˈnoʊtəri/,công chứng viên
obsolescence,/ˌɑːbsəˈlesns/,sự lỗi thời
offshore,/ˌɔːfˈʃɔːr/,"ngoài khơi, ở nước ngoài (thuế)"
overdraft,/ˈoʊvərdræft/,thấu chi
pension,/ˈpenʃn/,lương hưu
principal,/ˈprɪnsəpl/,"tiền vốn, hiệu trưởng, chính"
prospectus,/prəˈspektəs/,bản cáo bạch
prudence,/ˈpruːdns/,sự thận trọng
recapitalization,/ˌriːˌkæpɪtələˈzeɪʃn/,tái cơ cấu vốn
reconciliation,/ˌrekənsɪliˈeɪʃn/,"sự đối chiếu, hòa giải"
recourse,/ˈriːkɔːrs/,"quyền đòi tiền, sự cầu viện"
refinance,/ˌriːfaɪˈnæns/,tái cấp vốn
repatriation,/ˌriːpeɪtriˈeɪʃn/,"hồi hương (vốn, lợi nhuận)"
repo rate,/ˈriːpəʊ reɪt/,lãi suất tái mua lại
residual,/rɪˈzɪdʒuəl/,"còn lại, dư"
retainer,/rɪˈteɪnər/,phí dịch vụ định kỳ
return on investment,/rɪˌtɜːrn ɑːn ɪnˈvestmənt/,lợi tức đầu tư (ROI)
revolving credit,/rɪˌvɑːlvɪŋ ˈkredɪt/,tín dụng quay vòng
royalty,/ˈrɔɪəlti/,tiền bản quyền
salvage,/ˈsælvɪdʒ/,"cứu hộ, đồ được cứu"
securities,/sɪˈkjʊrətiz/,chứng khoán
solvency,/ˈsɑːlvənsi/,khả năng thanh toán nợ
solvency ratio,/ˈsɑːlvənsi ˈreɪʃiəʊ/,tỷ lệ khả năng thanh toán
speculation,/ˌspekjuˈleɪʃn/,"đầu cơ, suy đoán"
stagnation,/stæɡˈneɪʃn/,sự trì trệ
stock exchange,/ˈstɑːk ɪksˌtʃeɪndʒ/,sàn giao dịch chứng khoán
subprime,/ˌsʌbˈpraɪm/,dưới chuẩn (tín dụng)
tax evasion,/ˌtæks ɪˈveɪʒn/,trốn thuế
tenure,/ˈtenjər/,"nhiệm kỳ, sự nắm giữ"
thrift,/θrɪft/,tính tiết kiệm
time deposit,/ˌtaɪm dɪˈpɑːzɪt/,tiền gửi có kỳ hạn
trade barrier,/ˈtreɪd ˌbæriər/,rào cản thương mại
treasury,/ˈtreʒəri/,kho bạc
underwriting,/ˈʌndərraɪtɪŋ/,bảo lãnh phát hành
unsecured,/ˌʌnsɪˈkjʊrd/,không có bảo đảm (nợ)
venture capital,/ˌventʃər ˈkæpɪtl/,vốn đầu tư mạo hiểm
vested,/ˈvestɪd/,được trao (quyền lợi)
working capital,/ˌwɜːrkɪŋ ˈkæpɪtl/,vốn lưu động
write-off,/ˈraɪt ɔːf/,xóa sổ (nợ)
zoning,/ˈzoʊnɪŋ/,quy hoạch vùng
